356,441,85.7,0.6,80:00:00,1,60,0.4,80:30:00,0.13,33,——,——,——,0.6,80:03:00,1,10,5,450,3,2.5-20,0.215362028,0.568911806
464,356,95.2,0.6,80:00:00,1,60,0.4,80:30:00,0.13,33,——,——,——,0.6,80:03:00,1,10,5,450,3,2.5-20,0.218842917,0.598135793
314,492,82.6,0.6,80:00:00,1,60,0.4,80:30:00,0.13,45,——,——,——,0.6,80:03:00,1,10,5,450,3,2.5-20,0.243431818,0.631234085
321,486,102,0.6,80:00:00,1,60,0.4,80:30:00,0.13,45,——,——,——,0.6,80:03:00,1,10,5,450,3,2.5-20,0.267424464,0.645461043
314,511,85.7,0.6,80:00:00,1,60,0.4,80:30:00,0.13,45,——,——,——,0.6,80:03:00,1,10,5,450,3,2.5-20,0.271747313,0.652276692
301,708,85.7,0.6,80:00:00,1,60,0.4,80:30:00,0.13,63,——,——,——,0.6,80:03:00,1,10,5,450,3,2.5-20,0.340125427,0.722162841
330,670,95.2,0.6,80:00:00,1,60,0.4,80:30:00,0.13,63,——,——,——,0.6,80:03:00,1,10,5,450,3,2.5-20,0.347445869,0.720186602
308,721,98.4,0.6,80:00:00,1,60,0.4,80:30:00,0.13,63,——,——,——,0.6,80:03:00,1,10,5,450,3,2.5-20,0.336641588,0.703008196
314,908,85.7,0.6,80:00:00,1,60,0.4,80:30:00,0.13,79,——,——,——,0.6,80:03:00,1,10,5,450,3,2.5-20,0.360550352,0.754373378
273,876,95.2,0.6,80:00:00,1,60,0.4,80:30:00,0.13,79,——,——,——,0.6,80:03:00,1,10,5,450,3,2.5-20,0.358571643,0.74577097
305,1060,98.4,0.6,80:00:00,1,60,0.4,80:30:00,0.13,100,——,——,——,0.6,80:03:00,1,10,5,450,3,2.5-20,0.443875258,0.727148155
273,1110,85.7,0.6,80:00:00,1,60,0.4,80:30:00,0.13,100,——,——,——,0.6,80:03:00,1,10,5,450,3,2.5-20,0.433210347,0.738272941
298,1080,66.7,0.6,80:00:00,1,60,0.4,80:30:00,0.13,100,——,——,——,0.6,80:03:00,1,10,5,450,3,2.5-20,0.439825824,0.723734846
311,1060,82.6,0.6,80:00:00,1,60,0.4,80:30:00,0.13,100,——,——,——,0.6,80:03:00,1,10,5,450,3,2.5-20,0.421911242,0.744504903
308,1070,92.1,0.6,80:00:00,1,60,0.4,80:30:00,0.13,100,——,——,——,0.6,80:03:00,1,10,5,450,3,2.5-20,0.40722084,0.755262608
186,421,77.8,0.6,80:00:00,1,30.75,0.4,80:30:00,0.13,27,——,——,——,0.6,80:03:00,1,10,5,450,3,2.5-20,0.519283486,0.687446355
257,714,73,0.6,80:00:00,1,45.8,0.4,80:30:00,0.13,46.26,——,——,——,0.6,80:03:00,1,10,5,450,3,2.5-20,0.480087833,0.721477179
257,714,79.4,0.6,80:00:00,1,45.8,0.4,80:30:00,0.13,46.26,——,——,——,0.6,80:03:00,1,10,5,450,3,2.5-20,0.591952353,0.734339928
289,413,85.7,0.6,80:00:00,1,49.2,0.4,80:30:00,0.13,27,——,——,——,0.6,80:03:00,1,10,5,450,3,2.5-20,0.673935015,0.71340805
286,406,85.7,0.6,80:00:00,1,49.2,0.4,80:30:00,0.13,27,——,——,——,0.6,80:03:00,1,10,5,450,3,2.5-20,0.738287528,0.716444976
287,400,74.6,0.6,80:00:00,1,49.2,0.4,80:30:00,0.13,27,——,——,——,0.6,80:03:00,1,10,5,450,3,2.5-20,0.760297727,0.726781707
294,405,79.4,0.6,80:00:00,1,49.2,0.4,80:30:00,0.13,27,——,——,——,0.6,80:03:00,1,10,5,450,3,2.5-20,0.780075355,0.70088916
294,400,79.4,0.6,80:00:00,1,49.2,0.4,80:30:00,0.13,27,——,——,——,0.6,80:03:00,1,10,5,450,3,2.5-20,0.767006216,0.716897138
329,403,83.3,0.6,80:00:00,1,52.1,0.4,80:30:00,0.13,27,——,——,——,0.6,80:03:00,1,10,5,450,3,2.5-20,0.680542674,0.721860073
316,407,79.4,0.6,80:00:00,1,52.1,0.4,80:30:00,0.13,27,——,——,——,0.6,80:03:00,1,10,5,450,3,2.5-20,0.748353805,0.725352547
312,391,117,0.6,80:00:00,1,52.1,0.4,80:30:00,0.13,27,——,——,——,0.6,80:03:00,1,10,5,450,3,2.5-20,0.707735227,0.708625589
323,405,77.4,0.6,80:00:00,1,52.1,0.4,80:30:00,0.13,27,——,——,——,0.6,80:03:00,1,10,5,450,3,2.5-20,0.686519582,0.687446355
295,759,88.9,0.6,80:00:00,1,52.1,0.4,80:30:00,0.13,47.88,——,——,——,0.6,80:03:00,1,10,5,450,3,2.5-20,0.546916387,0.704246021
308,746,130,0.6,80:00:00,1,52.1,0.4,80:30:00,0.13,47.88,——,——,——,0.6,80:03:00,1,10,5,450,3,2.5-20,0.3981002,0.693495074
298,730,66.7,0.6,80:00:00,1,52.1,0.4,80:30:00,0.13,47.88,——,——,——,0.6,80:03:00,1,10,5,450,3,2.5-20,0.334143378,0.69752817
286,724,82.6,0.6,80:00:00,1,52.1,0.4,80:30:00,0.13,47.88,——,——,——,0.6,80:03:00,1,10,5,450,3,2.5-20,0.330487168,0.717838865
279,756,82.6,0.6,80:00:00,1,52.1,0.4,80:30:00,0.13,47.88,——,——,——,0.6,80:03:00,1,10,5,450,3,2.5-20,0.333389959,0.704680621
